country or territory,who_region,time,response,mean,standard_dev,95%HPDlow,95%HPDhigh,
Algeria,AFR,2015.833,strongly agree,74.18,2.11,70.19,78.44,
Algeria,AFR,2016.333,strongly agree,70.92,12.92,45.12,92.88,
Algeria,AFR,2018.250,strongly agree,49.59,15.78,21.14,77.70,
Algeria,AFR,2018.333,strongly agree,47.92,13.71,21.47,71.69,
Algeria,AFR,2018.417,strongly agree,49.12,12.47,25.78,70.90,
Algeria,AFR,2018.500,strongly agree,46.67,11.02,26.21,65.75,
Algeria,AFR,2018.583,strongly agree,45.92,8.79,28.07,60.58,
Algeria,AFR,2018.667,strongly agree,45.11,7.43,30.98,58.28,
Algeria,AFR,2018.750,strongly agree,45.10,1.61,42.19,48.38,
Algeria,AFR,2018.833,strongly agree,47.73,7.16,34.43,61.58,
Algeria,AFR,2018.917,strongly agree,49.57,8.80,33.90,67.15,
Algeria,AFR,2019.250,strongly agree,58.14,13.67,36.12,86.01,
Algeria,AFR,2019.583,strongly agree,66.04,14.95,41.60,92.43,
Algeria,AFR,2019.750,strongly agree,68.27,14.26,42.52,93.89,
Algeria,AFR,2019.833,strongly agree,69.17,14.92,43.50,94.55,
Algeria,AFR,2019.917,strongly agree,70.01,14.15,42.99,94.24,
Algeria,AFR,2020.000,strongly agree,67.88,14.79,40.19,94.35,
Benin,AFR,2015.833,strongly agree,72.02,15.83,39.38,94.90,
Benin,AFR,2016.333,strongly agree,73.41,14.23,46.13,95.13,
Benin,AFR,2018.250,strongly agree,72.71,10.41,52.44,92.18,
Benin,AFR,2018.333,strongly agree,72.45,9.13,54.01,89.00,
Benin,AFR,2018.417,strongly agree,73.62,7.39,60.75,88.13,
Benin,AFR,2018.500,strongly agree,71.69,6.67,58.36,82.79,
Benin,AFR,2018.583,strongly agree,70.17,1.63,67.10,73.40,
Benin,AFR,2018.667,strongly agree,67.85,6.41,56.00,80.59,
Benin,AFR,2018.750,strongly agree,67.48,9.41,48.36,83.29,
Benin,AFR,2018.833,strongly agree,67.13,11.49,44.81,88.02,
Benin,AFR,2018.917,strongly agree,66.90,13.45,37.64,86.89,
Benin,AFR,2019.250,strongly agree,66.40,19.71,25.64,93.05,
Benin,AFR,2019.583,strongly agree,67.42,20.52,23.70,95.54,
Benin,AFR,2019.750,strongly agree,66.60,19.89,27.58,94.93,
Benin,AFR,2019.833,strongly agree,66.35,19.02,28.95,94.42,
Benin,AFR,2019.917,strongly agree,67.02,18.63,29.19,93.17,
Benin,AFR,2020.000,strongly agree,64.16,19.25,27.94,93.81,
Botswana,AFR,2015.833,strongly agree,69.71,18.03,35.73,98.52,
Botswana,AFR,2016.333,strongly agree,67.89,19.29,29.55,96.82,
Botswana,AFR,2018.250,strongly agree,70.19,12.91,44.65,90.35,
Botswana,AFR,2018.333,strongly agree,70.67,12.29,45.76,90.07,
Botswana,AFR,2018.417,strongly agree,73.00,10.77,51.72,90.15,
Botswana,AFR,2018.500,strongly agree,73.14,9.60,54.76,89.13,
Botswana,AFR,2018.583,strongly agree,73.76,8.68,55.83,88.02,
Botswana,AFR,2018.667,strongly agree,73.85,6.75,60.15,85.90,
Botswana,AFR,2018.750,strongly agree,74.98,6.25,63.22,87.32,
Botswana,AFR,2018.833,strongly agree,76.34,2.19,71.59,80.20,
Botswana,AFR,2018.917,strongly agree,77.13,5.52,66.78,87.66,
Botswana,AFR,2019.250,strongly agree,76.17,11.79,54.88,97.55,
Botswana,AFR,2019.583,strongly agree,74.37,14.70,46.60,97.59,
Botswana,AFR,2019.750,strongly agree,73.29,15.47,43.32,97.06,
Botswana,AFR,2019.833,strongly agree,72.27,16.50,39.27,96.54,
Botswana,AFR,2019.917,strongly agree,72.68,16.41,37.58,96.96,
Botswana,AFR,2020.000,strongly agree,70.36,16.84,32.71,93.63,
Burkina Faso,AFR,2015.833,strongly agree,64.04,15.74,34.44,90.64,
Burkina Faso,AFR,2016.333,strongly agree,63.66,1.08,61.41,65.72,
Burkina Faso,AFR,2018.250,strongly agree,64.97,11.44,44.42,89.85,
Burkina Faso,AFR,2018.333,strongly agree,65.10,9.02,47.37,82.22,
Burkina Faso,AFR,2018.417,strongly agree,66.67,7.09,51.48,78.34,
Burkina Faso,AFR,2018.500,strongly agree,66.10,1.62,63.23,69.41,
Burkina Faso,AFR,2018.583,strongly agree,65.38,8.04,51.20,80.85,
Burkina Faso,AFR,2018.667,strongly agree,65.31,10.02,45.34,83.98,
Burkina Faso,AFR,2018.750,strongly agree,67.02,12.20,40.43,87.08,
Burkina Faso,AFR,2018.833,strongly agree,68.12,13.47,40.67,93.22,
Burkina Faso,AFR,2018.917,strongly agree,69.24,14.03,43.17,91.47,
Burkina Faso,AFR,2019.250,strongly agree,70.35,14.38,42.68,92.79,
Burkina Faso,AFR,2019.583,strongly agree,70.51,16.13,40.36,94.03,
Burkina Faso,AFR,2019.750,strongly agree,70.55,16.86,40.01,95.84,
Burkina Faso,AFR,2019.833,strongly agree,71.62,17.24,39.04,96.92,
Burkina Faso,AFR,2019.917,strongly agree,73.41,15.97,43.20,97.49,
Burkina Faso,AFR,2020.000,strongly agree,72.12,16.58,39.37,98.50,
Burundi,AFR,2015.833,strongly agree,79.36,16.84,37.82,98.81,
Burundi,AFR,2016.333,strongly agree,78.49,14.78,43.15,98.84,
Burundi,AFR,2018.250,strongly agree,80.11,11.09,57.30,97.81,
Burundi,AFR,2018.333,strongly agree,81.32,9.51,61.33,96.68,
Burundi,AFR,2018.417,strongly agree,83.62,7.85,68.05,95.78,
Burundi,AFR,2018.500,strongly agree,83.48,6.58,70.79,92.77,
Burundi,AFR,2018.583,strongly agree,83.64,6.14,70.46,92.47,
Burundi,AFR,2018.667,strongly agree,83.75,4.09,75.85,90.98,
Burundi,AFR,2018.750,strongly agree,84.61,1.20,82.25,86.80,
Burundi,AFR,2018.833,strongly agree,84.66,4.33,76.41,92.50,
Burundi,AFR,2018.917,strongly agree,84.44,5.18,74.48,93.87,
Burundi,AFR,2019.250,strongly agree,81.66,9.77,61.26,98.55,
Burundi,AFR,2019.583,strongly agree,79.41,11.11,57.33,96.25,
Burundi,AFR,2019.750,strongly agree,78.10,12.26,55.14,97.31,
Burundi,AFR,2019.833,strongly agree,78.84,12.73,54.35,97.61,
Burundi,AFR,2019.917,strongly agree,79.17,12.92,53.83,96.63,
Burundi,AFR,2020.000,strongly agree,77.12,14.00,49.82,97.32,
Cameroon,AFR,2015.833,strongly agree,70.29,18.65,33.88,97.63,
Cameroon,AFR,2016.333,strongly agree,69.42,17.45,32.14,97.38,
Cameroon,AFR,2018.250,strongly agree,62.78,6.19,51.74,75.40,
Cameroon,AFR,2018.333,strongly agree,63.39,1.53,60.59,66.56,
Cameroon,AFR,2018.417,strongly agree,64.38,7.30,49.91,77.67,
Cameroon,AFR,2018.500,strongly agree,63.24,10.41,45.55,83.46,
Cameroon,AFR,2018.583,strongly agree,62.88,12.79,40.83,88.75,
Cameroon,AFR,2018.667,strongly agree,62.09,14.23,38.39,91.57,
Cameroon,AFR,2018.750,strongly agree,62.65,16.54,35.51,94.30,
Cameroon,AFR,2018.833,strongly agree,63.33,17.71,33.43,95.20,
Cameroon,AFR,2018.917,strongly agree,64.42,17.80,33.12,96.96,
Cameroon,AFR,2019.250,strongly agree,63.85,19.91,25.53,94.32,
Cameroon,AFR,2019.583,strongly agree,64.41,18.49,23.75,91.63,
Cameroon,AFR,2019.750,strongly agree,64.62,19.31,23.55,92.70,
Cameroon,AFR,2019.833,strongly agree,66.48,17.62,29.61,92.79,
Cameroon,AFR,2019.917,strongly agree,67.49,18.29,29.54,95.57,
Cameroon,AFR,2020.000,strongly agree,66.35,18.80,24.94,93.51,
Chad,AFR,2015.833,strongly agree,61.06,18.79,28.15,96.74,
Chad,AFR,2016.333,strongly agree,60.08,19.12,22.78,93.03,
Chad,AFR,2018.250,strongly agree,46.81,15.41,21.58,75.60,
Chad,AFR,2018.333,strongly agree,48.29,14.57,21.90,74.59,
Chad,AFR,2018.417,strongly agree,51.36,13.36,27.83,74.45,
Chad,AFR,2018.500,strongly agree,51.76,10.57,31.44,71.51,
Chad,AFR,2018.583,strongly agree,53.65,8.21,37.30,69.32,
Chad,AFR,2018.667,strongly agree,55.56,7.31,40.61,69.42,
Chad,AFR,2018.750,strongly agree,58.59,1.82,54.85,61.84,
Chad,AFR,2018.833,strongly agree,61.41,6.47,48.05,72.74,
Chad,AFR,2018.917,strongly agree,63.39,7.96,48.51,79.48,
Chad,AFR,2019.250,strongly agree,64.08,14.41,37.11,89.41,
Chad,AFR,2019.583,strongly agree,60.83,17.65,27.93,91.44,
Chad,AFR,2019.750,strongly agree,58.16,18.85,22.04,90.90,
Chad,AFR,2019.833,strongly agree,57.52,18.98,20.65,88.78,
Chad,AFR,2019.917,strongly agree,57.22,19.03,19.50,87.17,
Chad,AFR,2020.000,strongly agree,54.67,19.29,20.80,89.27,
Comoros,AFR,2015.833,strongly agree,77.12,17.36,41.37,98.48,
Comoros,AFR,2016.333,strongly agree,79.21,15.55,44.10,98.80,
Comoros,AFR,2018.250,strongly agree,77.19,10.20,57.23,93.76,
Comoros,AFR,2018.333,strongly agree,77.67,9.66,58.24,92.75,
Comoros,AFR,2018.417,strongly agree,79.69,8.22,63.99,92.83,
Comoros,AFR,2018.500,strongly agree,79.47,7.34,65.26,92.20,
Comoros,AFR,2018.583,strongly agree,79.32,6.59,66.07,91.02,
Comoros,AFR,2018.667,strongly agree,79.11,5.48,68.78,89.50,
Comoros,AFR,2018.750,strongly agree,80.34,1.35,77.54,82.78,
Comoros,AFR,2018.833,strongly agree,80.16,4.73,71.24,89.52,
Comoros,AFR,2018.917,strongly agree,79.89,5.72,68.23,89.66,
Comoros,AFR,2019.250,strongly agree,78.08,11.06,55.32,94.31,
Comoros,AFR,2019.583,strongly agree,76.98,13.81,49.95,96.62,
Comoros,AFR,2019.750,strongly agree,76.16,15.22,46.60,97.53,
Comoros,AFR,2019.833,strongly agree,75.70,16.15,42.03,98.24,
Comoros,AFR,2019.917,strongly agree,76.29,15.80,44.09,98.27,
Comoros,AFR,2020.000,strongly agree,73.83,17.01,39.61,97.46,
Democratic Republic of the Congo,AFR,2015.833,strongly agree,70.34,1.49,67.44,73.36,
Democratic Republic of the Congo,AFR,2016.333,strongly agree,77.24,11.98,53.25,96.41,
Democratic Republic of the Congo,AFR,2018.250,strongly agree,68.63,20.55,26.01,97.90,
Democratic Republic of the Congo,AFR,2018.333,strongly agree,68.84,21.53,25.38,98.36,
Democratic Republic of the Congo,AFR,2018.417,strongly agree,71.30,19.85,30.25,98.80,
Democratic Republic of the Congo,AFR,2018.500,strongly agree,71.82,18.78,32.05,98.80,
Democratic Republic of the Congo,AFR,2018.583,strongly agree,72.52,18.01,35.86,98.44,
Democratic Republic of the Congo,AFR,2018.667,strongly agree,73.22,17.05,39.46,98.69,
Democratic Republic of the Congo,AFR,2018.750,strongly agree,74.60,16.53,40.29,98.44,
Democratic Republic of the Congo,AFR,2018.833,strongly agree,75.17,16.22,42.36,97.95,
Democratic Republic of the Congo,AFR,2018.917,strongly agree,75.84,16.06,41.23,97.60,
Democratic Republic of the Congo,AFR,2019.250,strongly agree,72.07,15.88,40.19,95.86,
Democratic Republic of the Congo,AFR,2019.583,strongly agree,67.72,17.95,32.43,95.92,
Democratic Republic of the Congo,AFR,2019.750,strongly agree,67.00,18.35,31.13,96.87,
Democratic Republic of the Congo,AFR,2019.833,strongly agree,68.32,18.21,32.88,96.03,
Democratic Republic of the Congo,AFR,2019.917,strongly agree,70.07,17.40,35.97,96.44,
Democratic Republic of the Congo,AFR,2020.000,strongly agree,68.86,17.79,33.86,96.36,
Ethiopia,AFR,2015.833,strongly agree,86.60,1.09,84.49,88.68,
Ethiopia,AFR,2016.333,strongly agree,81.10,10.83,58.67,97.39,
Ethiopia,AFR,2018.250,strongly agree,85.02,6.19,72.39,95.13,
Ethiopia,AFR,2018.333,strongly agree,86.46,3.97,78.80,93.29,
Ethiopia,AFR,2018.417,strongly agree,88.03,2.75,83.12,93.77,
Ethiopia,AFR,2018.500,strongly agree,87.76,1.02,85.83,89.78,
Ethiopia,AFR,2018.583,strongly agree,87.25,3.89,79.52,93.84,
Ethiopia,AFR,2018.667,strongly agree,86.56,4.95,77.45,95.52,
Ethiopia,AFR,2018.750,strongly agree,86.16,6.57,72.84,96.63,
Ethiopia,AFR,2018.833,strongly agree,85.57,7.58,69.78,97.77,
Ethiopia,AFR,2018.917,strongly agree,84.95,8.63,68.42,97.20,
Ethiopia,AFR,2019.250,strongly agree,81.80,10.36,61.28,97.29,
Ethiopia,AFR,2019.583,strongly agree,80.90,11.92,56.04,97.12,
Ethiopia,AFR,2019.750,strongly agree,80.18,12.98,50.31,97.76,
Ethiopia,AFR,2019.833,strongly agree,80.95,13.15,50.56,98.69,
Ethiopia,AFR,2019.917,strongly agree,81.40,13.06,52.62,98.94,
Ethiopia,AFR,2020.000,strongly agree,79.60,13.61,49.78,97.94,
Gabon,AFR,2015.833,strongly agree,56.50,18.61,20.26,87.37,
Gabon,AFR,2016.333,strongly agree,57.17,18.57,23.35,92.32,
Gabon,AFR,2018.250,strongly agree,52.32,12.36,28.82,75.96,
Gabon,AFR,2018.333,strongly agree,53.02,11.03,30.67,73.06,
Gabon,AFR,2018.417,strongly agree,55.32,8.56,39.36,73.16,
Gabon,AFR,2018.500,strongly agree,53.93,8.11,38.04,68.86,
Gabon,AFR,2018.583,strongly agree,52.35,1.57,49.42,55.37,
Gabon,AFR,2018.667,strongly agree,50.32,7.21,36.86,64.36,
Gabon,AFR,2018.750,strongly agree,50.14,7.80,34.34,63.24,
Gabon,AFR,2018.833,strongly agree,49.39,10.10,28.49,67.93,
Gabon,AFR,2018.917,strongly agree,48.18,11.54,27.44,70.47,
Gabon,AFR,2019.250,strongly agree,48.86,20.10,10.87,81.00,
Gabon,AFR,2019.583,strongly agree,56.73,18.69,22.79,87.76,
Gabon,AFR,2019.750,strongly agree,59.74,18.47,27.60,92.17,
Gabon,AFR,2019.833,strongly agree,62.36,16.43,33.81,91.71,
Gabon,AFR,2019.917,strongly agree,63.91,17.13,32.29,91.87,
Gabon,AFR,2020.000,strongly agree,62.32,17.80,31.25,93.71,
Gambia,AFR,2015.833,strongly agree,75.55,15.44,46.24,97.74,
Gambia,AFR,2016.333,strongly agree,73.25,17.09,38.80,96.62,
Gambia,AFR,2018.250,strongly agree,82.21,7.68,67.36,95.07,
Gambia,AFR,2018.333,strongly agree,82.66,5.76,71.05,92.70,
Gambia,AFR,2018.417,strongly agree,83.93,3.88,75.65,90.55,
Gambia,AFR,2018.500,strongly agree,83.09,1.38,80.52,85.87,
Gambia,AFR,2018.583,strongly agree,81.59,4.79,72.50,90.03,
Gambia,AFR,2018.667,strongly agree,80.24,5.77,69.28,91.17,
Gambia,AFR,2018.750,strongly agree,79.41,7.21,65.34,92.09,
Gambia,AFR,2018.833,strongly agree,79.30,9.08,62.45,94.39,
Gambia,AFR,2018.917,strongly agree,78.49,10.03,57.28,94.26,
Gambia,AFR,2019.250,strongly agree,75.82,13.19,49.61,96.59,
Gambia,AFR,2019.583,strongly agree,76.80,13.18,47.65,95.62,
Gambia,AFR,2019.750,strongly agree,77.88,11.61,56.79,97.02,
Gambia,AFR,2019.833,strongly agree,78.66,11.51,56.96,97.61,
Gambia,AFR,2019.917,strongly agree,79.33,11.53,57.49,98.40,
Gambia,AFR,2020.000,strongly agree,77.78,12.81,52.06,98.96,
Ghana,AFR,2015.833,strongly agree,71.23,1.43,68.32,73.85,
Ghana,AFR,2016.333,strongly agree,75.92,12.14,54.08,95.57,
Ghana,AFR,2018.250,strongly agree,74.57,15.26,44.58,96.59,
Ghana,AFR,2018.333,strongly agree,75.90,13.09,52.02,96.38,
Ghana,AFR,2018.417,strongly agree,77.52,12.07,54.18,93.79,
Ghana,AFR,2018.500,strongly agree,76.79,11.46,56.33,93.03,
Ghana,AFR,2018.583,strongly agree,76.52,9.41,59.90,94.12,
Ghana,AFR,2018.667,strongly agree,76.46,7.88,63.10,90.56,
Ghana,AFR,2018.750,strongly agree,76.47,6.72,63.38,87.73,
Ghana,AFR,2018.833,strongly agree,76.95,5.07,66.40,86.10,
Ghana,AFR,2018.917,strongly agree,77.81,1.57,74.86,80.78,
Ghana,AFR,2019.250,strongly agree,76.95,10.39,54.16,94.02,
Ghana,AFR,2019.583,strongly agree,76.79,13.77,49.54,97.71,
Ghana,AFR,2019.750,strongly agree,73.73,16.00,40.61,98.60,
Ghana,AFR,2019.833,strongly agree,73.17,16.40,39.84,98.36,
Ghana,AFR,2019.917,strongly agree,72.61,16.78,37.25,98.39,
Ghana,AFR,2020.000,strongly agree,69.75,17.10,35.95,97.21,
Guinea,AFR,2015.833,strongly agree,71.76,17.05,41.25,98.18,
Guinea,AFR,2016.333,strongly agree,75.56,16.13,44.40,98.11,
Guinea,AFR,2018.250,strongly agree,70.50,15.01,45.66,96.64,
Guinea,AFR,2018.333,strongly agree,71.68,12.87,47.25,93.76,
Guinea,AFR,2018.417,strongly agree,73.91,10.51,55.46,91.52,
Guinea,AFR,2018.500,strongly agree,73.29,8.88,54.85,87.72,
Guinea,AFR,2018.583,strongly agree,73.25,6.02,60.81,83.69,
Guinea,AFR,2018.667,strongly agree,72.83,1.52,69.83,75.63,
Guinea,AFR,2018.750,strongly agree,72.91,6.85,60.39,85.21,
Guinea,AFR,2018.833,strongly agree,73.09,8.42,57.07,88.04,
Guinea,AFR,2018.917,strongly agree,73.40,10.23,51.32,89.88,
Guinea,AFR,2019.250,strongly agree,72.65,14.56,43.43,97.37,
Guinea,AFR,2019.583,strongly agree,72.29,14.87,45.68,97.44,
Guinea,AFR,2019.750,strongly agree,71.83,15.10,40.57,96.20,
Guinea,AFR,2019.833,strongly agree,71.39,14.38,43.65,94.88,
Guinea,AFR,2019.917,strongly agree,71.68,15.33,42.17,97.88,
Guinea,AFR,2020.000,strongly agree,69.20,15.88,39.40,97.10,
Ivory Coast,AFR,2015.833,strongly agree,68.11,17.45,36.75,96.91,
Ivory Coast,AFR,2016.333,strongly agree,67.46,18.41,34.45,98.60,
Ivory Coast,AFR,2018.250,strongly agree,59.05,16.17,18.16,83.87,
Ivory Coast,AFR,2018.333,strongly agree,60.41,14.75,26.80,85.64,
Ivory Coast,AFR,2018.417,strongly agree,62.61,12.83,29.55,83.73,
Ivory Coast,AFR,2018.500,strongly agree,62.28,9.72,45.58,82.34,
Ivory Coast,AFR,2018.583,strongly agree,61.96,8.97,45.84,79.43,
Ivory Coast,AFR,2018.667,strongly agree,61.72,7.14,47.75,74.94,
Ivory Coast,AFR,2018.750,strongly agree,62.76,1.66,59.54,65.86,
Ivory Coast,AFR,2018.833,strongly agree,62.84,6.65,50.62,76.58,
Ivory Coast,AFR,2018.917,strongly agree,63.68,6.75,51.32,76.00,
Ivory Coast,AFR,2019.250,strongly agree,59.41,13.63,34.54,81.60,
Ivory Coast,AFR,2019.583,strongly agree,55.79,20.42,15.08,86.03,
Ivory Coast,AFR,2019.750,strongly agree,55.37,21.58,14.62,86.84,
Ivory Coast,AFR,2019.833,strongly agree,56.50,22.54,13.62,90.12,
Ivory Coast,AFR,2019.917,strongly agree,57.87,20.98,19.42,90.83,
Ivory Coast,AFR,2020.000,strongly agree,55.64,21.16,16.80,87.50,
Kenya,AFR,2015.833,strongly agree,65.73,16.71,34.08,95.65,
Kenya,AFR,2016.333,strongly agree,67.16,17.14,35.39,96.26,
Kenya,AFR,2018.250,strongly agree,69.43,7.89,53.93,84.41,
Kenya,AFR,2018.333,strongly agree,69.60,6.63,56.98,82.27,
Kenya,AFR,2018.417,strongly agree,71.57,1.57,68.71,75.08,
Kenya,AFR,2018.500,strongly agree,70.90,6.63,56.21,82.45,
Kenya,AFR,2018.583,strongly agree,70.12,7.48,55.06,85.37,
Kenya,AFR,2018.667,strongly agree,69.62,10.29,50.24,90.10,
Kenya,AFR,2018.750,strongly agree,69.96,11.45,48.78,92.29,
Kenya,AFR,2018.833,strongly agree,70.42,12.76,46.67,93.56,
Kenya,AFR,2018.917,strongly agree,71.26,13.48,47.75,93.19,
Kenya,AFR,2019.250,strongly agree,74.02,13.98,44.42,95.98,
Kenya,AFR,2019.583,strongly agree,76.83,13.50,48.05,96.62,
Kenya,AFR,2019.750,strongly agree,75.92,15.27,42.03,96.98,
Kenya,AFR,2019.833,strongly agree,75.66,16.47,38.32,97.23,
Kenya,AFR,2019.917,strongly agree,75.27,16.61,37.82,96.59,
Kenya,AFR,2020.000,strongly agree,71.84,17.96,33.86,95.66,
Liberia,AFR,2015.833,strongly agree,66.03,17.90,33.35,96.99,
Liberia,AFR,2016.333,strongly agree,65.08,19.86,25.65,94.06,
Liberia,AFR,2018.250,strongly agree,59.22,9.29,40.97,76.16,
Liberia,AFR,2018.333,strongly agree,58.05,6.84,43.60,69.33,
Liberia,AFR,2018.417,strongly agree,59.30,1.60,56.02,62.24,
Liberia,AFR,2018.500,strongly agree,57.05,6.88,44.15,69.32,
Liberia,AFR,2018.583,strongly agree,56.73,8.66,38.33,70.66,
Liberia,AFR,2018.667,strongly agree,56.82,11.19,36.23,77.41,
Liberia,AFR,2018.750,strongly agree,58.09,14.52,31.69,84.06,
Liberia,AFR,2018.833,strongly agree,59.82,16.04,28.92,87.32,
Liberia,AFR,2018.917,strongly agree,60.85,17.87,25.54,90.48,
Liberia,AFR,2019.250,strongly agree,64.85,18.85,28.06,96.88,
Liberia,AFR,2019.583,strongly agree,66.87,19.44,27.51,95.39,
Liberia,AFR,2019.750,strongly agree,67.61,18.44,31.41,97.28,
Liberia,AFR,2019.833,strongly agree,68.31,18.03,33.87,96.73,
Liberia,AFR,2019.917,strongly agree,68.64,17.77,33.70,97.07,
Liberia,AFR,2020.000,strongly agree,66.81,17.20,34.14,96.04,
Madagascar,AFR,2015.833,strongly agree,62.59,19.36,26.38,92.34,
Madagascar,AFR,2016.333,strongly agree,69.57,17.52,33.26,95.23,
Madagascar,AFR,2018.250,strongly agree,76.14,7.98,60.95,91.48,
Madagascar,AFR,2018.333,strongly agree,75.63,5.97,64.66,88.07,
Madagascar,AFR,2018.417,strongly agree,76.83,1.48,73.76,79.51,
Madagascar,AFR,2018.500,strongly agree,74.73,5.33,64.09,84.57,
Madagascar,AFR,2018.583,strongly agree,73.06,7.66,57.66,86.38,
Madagascar,AFR,2018.667,strongly agree,72.21,8.38,56.89,88.03,
Madagascar,AFR,2018.750,strongly agree,71.13,11.18,47.50,89.17,
Madagascar,AFR,2018.833,strongly agree,71.21,12.10,46.67,90.52,
Madagascar,AFR,2018.917,strongly agree,69.91,14.40,39.72,92.32,
Madagascar,AFR,2019.250,strongly agree,66.57,18.73,25.73,93.55,
Madagascar,AFR,2019.583,strongly agree,63.19,21.04,20.50,94.29,
Madagascar,AFR,2019.750,strongly agree,62.28,20.82,18.43,91.77,
Madagascar,AFR,2019.833,strongly agree,62.54,21.65,18.77,96.48,
Madagascar,AFR,2019.917,strongly agree,63.71,21.16,19.88,96.63,
Madagascar,AFR,2020.000,strongly agree,62.91,21.57,18.00,92.62,
Malawi,AFR,2015.833,strongly agree,78.71,17.39,38.60,98.40,
Malawi,AFR,2016.333,strongly agree,79.77,15.27,46.28,98.96,
Malawi,AFR,2018.250,strongly agree,85.61,7.65,69.42,96.43,
Malawi,AFR,2018.333,strongly agree,86.99,5.37,74.78,95.76,
Malawi,AFR,2018.417,strongly agree,88.63,4.40,79.40,96.03,
Malawi,AFR,2018.500,strongly agree,88.67,3.46,82.20,95.00,
Malawi,AFR,2018.583,strongly agree,89.07,1.05,87.01,91.08,
Malawi,AFR,2018.667,strongly agree,88.34,3.54,80.49,94.01,
Malawi,AFR,2018.750,strongly agree,88.33,3.95,80.63,95.00,
Malawi,AFR,2018.833,strongly agree,88.32,5.23,77.48,96.26,
Malawi,AFR,2018.917,strongly agree,88.24,6.62,74.83,97.47,
Malawi,AFR,2019.250,strongly agree,86.85,10.31,65.87,98.60,
Malawi,AFR,2019.583,strongly agree,84.99,10.72,62.69,98.75,
Malawi,AFR,2019.750,strongly agree,83.04,11.79,57.68,98.72,
Malawi,AFR,2019.833,strongly agree,82.97,12.16,57.57,98.85,
Malawi,AFR,2019.917,strongly agree,82.02,13.53,54.75,98.49,
Malawi,AFR,2020.000,strongly agree,80.31,14.38,50.70,98.31,
Mali,AFR,2015.833,strongly agree,77.49,10.16,55.20,93.47,
Mali,AFR,2016.333,strongly agree,82.06,0.90,80.34,83.70,
Mali,AFR,2018.250,strongly agree,74.78,5.31,64.14,84.44,
Mali,AFR,2018.333,strongly agree,75.51,1.53,72.56,78.64,
Mali,AFR,2018.417,strongly agree,76.94,5.37,65.46,85.60,
Mali,AFR,2018.500,strongly agree,75.29,8.16,56.60,88.26,
Mali,AFR,2018.583,strongly agree,75.39,8.60,57.21,90.25,
Mali,AFR,2018.667,strongly agree,75.12,11.62,47.32,90.98,
Mali,AFR,2018.750,strongly agree,75.31,13.31,46.09,94.66,
Mali,AFR,2018.833,strongly agree,75.85,15.44,42.14,96.32,
Mali,AFR,2018.917,strongly agree,76.87,15.98,40.06,95.61,
Mali,AFR,2019.250,strongly agree,77.35,18.26,35.47,96.78,
Mali,AFR,2019.583,strongly agree,78.19,16.81,38.04,97.20,
Mali,AFR,2019.750,strongly agree,77.13,17.97,32.07,97.51,
Mali,AFR,2019.833,strongly agree,77.81,16.31,39.76,98.06,
Mali,AFR,2019.917,strongly agree,77.97,16.75,35.37,98.00,
Mali,AFR,2020.000,strongly agree,75.48,17.31,34.72,96.89,
Mauritania,AFR,2015.833,strongly agree,81.94,9.66,64.39,97.21,
Mauritania,AFR,2016.333,strongly agree,85.16,1.08,83.08,87.21,
Mauritania,AFR,2018.250,strongly agree,69.53,14.32,42.83,92.78,
Mauritania,AFR,2018.333,strongly agree,68.58,12.66,47.35,90.38,
Mauritania,AFR,2018.417,strongly agree,69.35,11.32,48.47,88.14,
Mauritania,AFR,2018.500,strongly agree,67.66,11.06,48.45,86.39,
Mauritania,AFR,2018.583,strongly agree,68.24,8.50,52.18,83.20,
Mauritania,AFR,2018.667,strongly agree,69.05,7.04,53.36,79.74,
Mauritania,AFR,2018.750,strongly agree,70.50,1.58,67.76,74.02,
Mauritania,AFR,2018.833,strongly agree,72.20,5.93,59.89,81.80,
Mauritania,AFR,2018.917,strongly agree,73.79,6.81,60.31,86.23,
Mauritania,AFR,2019.250,strongly agree,75.97,9.12,58.02,90.88,
Mauritania,AFR,2019.583,strongly agree,74.38,12.24,49.46,93.16,
Mauritania,AFR,2019.750,strongly agree,72.28,14.59,45.47,94.66,
Mauritania,AFR,2019.833,strongly agree,72.66,15.22,42.16,94.56,
Mauritania,AFR,2019.917,strongly agree,73.25,15.66,42.99,97.06,
Mauritania,AFR,2020.000,strongly agree,71.44,16.56,39.77,97.19,
Mauritius,AFR,2015.833,strongly agree,64.69,16.13,35.48,93.46,
Mauritius,AFR,2016.333,strongly agree,65.06,17.01,28.14,91.52,
Mauritius,AFR,2018.250,strongly agree,54.04,7.10,40.82,67.66,
Mauritius,AFR,2018.333,strongly agree,54.34,1.59,51.40,57.62,
Mauritius,AFR,2018.417,strongly agree,56.09,6.74,42.04,67.57,
Mauritius,AFR,2018.500,strongly agree,54.81,9.33,37.26,72.40,
Mauritius,AFR,2018.583,strongly agree,54.06,11.91,32.63,76.71,
Mauritius,AFR,2018.667,strongly agree,53.18,14.47,28.21,80.95,
Mauritius,AFR,2018.750,strongly agree,54.00,15.30,26.72,83.32,
Mauritius,AFR,2018.833,strongly agree,55.16,16.85,24.25,85.00,
Mauritius,AFR,2018.917,strongly agree,55.88,17.83,21.48,88.17,
Mauritius,AFR,2019.250,strongly agree,56.94,18.95,25.22,93.16,
