country or territory,who_region,time,response,mean,standard_dev,95%HPDlow,95%HPDhigh,
Tunisia,EMR,2018.917,strongly agree,66.38,12.10,41.89,88.22,
Tunisia,EMR,2019.250,strongly agree,71.14,13.92,43.24,92.82,
Tunisia,EMR,2019.583,strongly agree,74.44,16.15,44.39,95.59,
Tunisia,EMR,2019.750,strongly agree,74.38,18.12,40.76,96.31,
Tunisia,EMR,2019.833,strongly agree,74.86,18.44,40.40,96.98,
Tunisia,EMR,2019.917,strongly agree,74.04,18.52,37.80,95.87,
Tunisia,EMR,2020.000,strongly agree,73.18,18.97,35.60,97.68,
United Arab Emirates,EMR,2015.833,strongly agree,62.16,19.57,26.19,92.08,
United Arab Emirates,EMR,2016.333,strongly agree,65.50,16.54,29.42,91.57,
United Arab Emirates,EMR,2018.250,strongly agree,65.63,7.35,50.01,78.72,
United Arab Emirates,EMR,2018.333,strongly agree,65.11,1.71,61.84,68.48,
United Arab Emirates,EMR,2018.417,strongly agree,64.71,6.95,51.92,78.92,
United Arab Emirates,EMR,2018.500,strongly agree,63.85,7.86,47.94,79.14,
United Arab Emirates,EMR,2018.583,strongly agree,63.22,8.76,47.45,81.28,
United Arab Emirates,EMR,2018.667,strongly agree,60.98,11.38,39.32,83.37,
United Arab Emirates,EMR,2018.750,strongly agree,60.13,11.83,35.90,81.25,
United Arab Emirates,EMR,2018.833,strongly agree,58.54,13.13,33.28,83.50,
United Arab Emirates,EMR,2018.917,strongly agree,57.20,15.25,25.37,82.92,
United Arab Emirates,EMR,2019.250,strongly agree,55.13,18.10,19.12,84.10,
United Arab Emirates,EMR,2019.583,strongly agree,54.27,18.42,20.10,87.42,
United Arab Emirates,EMR,2019.750,strongly agree,53.68,18.50,20.99,85.89,
United Arab Emirates,EMR,2019.833,strongly agree,55.16,18.71,21.88,87.50,
United Arab Emirates,EMR,2019.917,strongly agree,54.25,19.15,17.89,84.17,
United Arab Emirates,EMR,2020.000,strongly agree,54.26,20.17,20.56,86.71,
Yemen,EMR,2015.833,strongly agree,55.74,16.76,26.83,85.74,
Yemen,EMR,2016.333,strongly agree,55.13,16.48,24.59,87.75,
Yemen,EMR,2018.250,strongly agree,67.76,13.57,42.82,91.81,
Yemen,EMR,2018.333,strongly agree,68.67,11.89,45.71,89.71,
Yemen,EMR,2018.417,strongly agree,69.70,10.05,50.81,86.41,
Yemen,EMR,2018.500,strongly agree,70.00,8.56,53.12,84.78,
Yemen,EMR,2018.583,strongly agree,70.73,6.69,57.26,82.40,
Yemen,EMR,2018.667,strongly agree,69.44,6.39,56.82,80.97,
Yemen,EMR,2018.750,strongly agree,68.95,1.45,65.99,71.51,
Yemen,EMR,2018.833,strongly agree,67.62,6.03,55.58,78.48,
Yemen,EMR,2018.917,strongly agree,65.08,7.15,51.28,78.82,
Yemen,EMR,2019.250,strongly agree,59.62,13.34,35.87,85.60,
Yemen,EMR,2019.583,strongly agree,57.99,15.25,31.44,85.08,
Yemen,EMR,2019.750,strongly agree,57.33,15.79,27.45,84.53,
Yemen,EMR,2019.833,strongly agree,58.09,15.07,29.44,84.53,
Yemen,EMR,2019.917,strongly agree,57.31,15.17,27.06,83.98,
Yemen,EMR,2020.000,strongly agree,56.89,15.31,28.25,83.80,
Albania,EUR,2015.833,strongly agree,30.53,18.81,1.25,63.87,
Albania,EUR,2016.333,strongly agree,37.09,16.80,5.99,65.63,
Albania,EUR,2018.250,strongly agree,49.10,10.86,29.56,69.72,
Albania,EUR,2018.333,strongly agree,52.80,9.29,36.53,71.50,
Albania,EUR,2018.417,strongly agree,46.24,7.39,33.10,61.23,
Albania,EUR,2018.500,strongly agree,49.52,1.85,46.14,53.38,
Albania,EUR,2018.583,strongly agree,49.37,5.90,37.79,60.69,
Albania,EUR,2018.667,strongly agree,48.49,6.55,35.37,60.35,
Albania,EUR,2018.750,strongly agree,49.39,8.00,31.93,63.19,
Albania,EUR,2018.833,strongly agree,48.01,9.15,29.43,64.72,
Albania,EUR,2018.917,strongly agree,44.21,9.96,24.02,61.79,
Albania,EUR,2019.250,strongly agree,33.00,11.27,14.14,53.48,
Albania,EUR,2019.583,strongly agree,25.05,7.75,13.08,41.13,
Albania,EUR,2019.750,strongly agree,20.80,5.26,12.22,32.12,
Albania,EUR,2019.833,strongly agree,22.47,4.24,14.85,31.83,
Albania,EUR,2019.917,strongly agree,19.15,1.24,16.86,21.57,
Albania,EUR,2020.000,strongly agree,19.26,4.77,9.10,27.70,
Armenia,EUR,2015.833,strongly agree,42.50,1.39,39.90,45.25,
Armenia,EUR,2016.333,strongly agree,40.00,13.13,15.29,65.91,
Armenia,EUR,2018.250,strongly agree,28.18,9.45,13.86,48.16,
Armenia,EUR,2018.333,strongly agree,28.61,8.57,13.75,45.22,
Armenia,EUR,2018.417,strongly agree,21.58,6.28,12.30,34.86,
Armenia,EUR,2018.500,strongly agree,22.61,4.92,13.52,32.52,
Armenia,EUR,2018.583,strongly agree,22.35,4.15,14.54,30.64,
Armenia,EUR,2018.667,strongly agree,21.66,1.35,18.92,24.30,
Armenia,EUR,2018.750,strongly agree,25.62,4.69,16.83,35.26,
Armenia,EUR,2018.833,strongly agree,27.35,5.85,15.84,38.08,
Armenia,EUR,2018.917,strongly agree,28.00,7.34,15.74,44.37,
Armenia,EUR,2019.250,strongly agree,37.05,11.14,19.23,57.87,
Armenia,EUR,2019.583,strongly agree,40.66,8.68,24.91,56.49,
Armenia,EUR,2019.750,strongly agree,39.14,5.48,28.05,49.48,
Armenia,EUR,2019.833,strongly agree,40.62,1.21,38.33,42.95,
Armenia,EUR,2019.917,strongly agree,36.83,5.28,27.23,47.82,
Armenia,EUR,2020.000,strongly agree,36.34,7.27,24.15,52.63,
Austria,EUR,2015.833,strongly agree,36.71,1.51,33.85,39.77,
Austria,EUR,2016.333,strongly agree,33.26,12.83,11.50,60.19,
Austria,EUR,2018.250,strongly agree,46.21,7.28,31.29,59.52,
Austria,EUR,2018.333,strongly agree,47.82,5.92,36.48,58.28,
Austria,EUR,2018.417,strongly agree,38.25,1.53,35.31,41.29,
Austria,EUR,2018.500,strongly agree,39.58,5.43,29.40,49.99,
Austria,EUR,2018.583,strongly agree,36.93,5.32,27.06,46.56,
Austria,EUR,2018.667,strongly agree,34.41,5.51,24.43,45.95,
Austria,EUR,2018.750,strongly agree,34.07,1.66,30.99,37.16,
Austria,EUR,2018.833,strongly agree,33.09,5.99,20.33,43.94,
Austria,EUR,2018.917,strongly agree,30.21,7.60,16.04,44.76,
Austria,EUR,2019.250,strongly agree,31.02,9.77,13.88,50.94,
Austria,EUR,2019.583,strongly agree,38.22,11.43,21.66,62.61,
Austria,EUR,2019.750,strongly agree,39.20,7.08,26.31,53.68,
Austria,EUR,2019.833,strongly agree,43.72,6.45,31.85,56.25,
Austria,EUR,2019.917,strongly agree,39.19,1.51,36.07,41.93,
Austria,EUR,2020.000,strongly agree,40.24,7.55,25.46,54.47,
Azerbaijan,EUR,2015.833,strongly agree,32.82,2.12,28.63,36.69,
Azerbaijan,EUR,2016.333,strongly agree,39.56,12.81,18.05,66.12,
Azerbaijan,EUR,2018.250,strongly agree,40.32,9.75,22.84,59.11,
Azerbaijan,EUR,2018.333,strongly agree,43.72,9.12,28.19,61.05,
Azerbaijan,EUR,2018.417,strongly agree,38.71,7.57,25.37,53.07,
Azerbaijan,EUR,2018.500,strongly agree,43.41,7.76,29.27,58.51,
Azerbaijan,EUR,2018.583,strongly agree,44.86,6.54,30.03,54.94,
Azerbaijan,EUR,2018.667,strongly agree,46.40,1.67,43.11,49.53,
Azerbaijan,EUR,2018.750,strongly agree,48.81,6.73,36.46,61.69,
Azerbaijan,EUR,2018.833,strongly agree,49.63,8.14,34.09,64.24,
Azerbaijan,EUR,2018.917,strongly agree,47.63,8.78,31.93,65.22,
Azerbaijan,EUR,2019.250,strongly agree,42.31,11.10,21.32,62.98,
Azerbaijan,EUR,2019.583,strongly agree,40.64,9.34,24.47,59.35,
Azerbaijan,EUR,2019.750,strongly agree,40.71,6.31,29.14,54.12,
Azerbaijan,EUR,2019.833,strongly agree,45.82,2.16,41.74,50.19,
Azerbaijan,EUR,2019.917,strongly agree,44.08,5.58,33.54,55.30,
Azerbaijan,EUR,2020.000,strongly agree,45.88,7.01,33.35,59.40,
Belarus,EUR,2015.833,strongly agree,34.14,17.28,5.50,70.09,
Belarus,EUR,2016.333,strongly agree,39.08,14.25,10.06,62.85,
Belarus,EUR,2018.250,strongly agree,30.20,9.07,13.90,48.00,
Belarus,EUR,2018.333,strongly agree,30.61,7.74,17.36,45.83,
Belarus,EUR,2018.417,strongly agree,23.03,5.15,13.12,32.64,
Belarus,EUR,2018.500,strongly agree,24.23,1.34,21.59,26.68,
Belarus,EUR,2018.583,strongly agree,23.70,5.33,14.25,33.97,
Belarus,EUR,2018.667,strongly agree,23.07,6.71,11.79,36.03,
Belarus,EUR,2018.750,strongly agree,24.15,7.73,9.66,41.15,
Belarus,EUR,2018.833,strongly agree,24.66,10.30,7.19,47.33,
Belarus,EUR,2018.917,strongly agree,24.04,12.02,3.83,50.00,
Belarus,EUR,2019.250,strongly agree,26.53,16.40,2.60,63.41,
Belarus,EUR,2019.583,strongly agree,31.20,18.28,2.90,64.44,
Belarus,EUR,2019.750,strongly agree,32.02,19.44,3.86,69.94,
Belarus,EUR,2019.833,strongly agree,35.70,20.85,4.87,75.09,
Belarus,EUR,2019.917,strongly agree,33.56,20.53,5.00,73.61,
Belarus,EUR,2020.000,strongly agree,33.75,19.84,6.25,71.41,
Belgium,EUR,2015.833,strongly agree,31.23,1.44,28.44,33.85,
Belgium,EUR,2016.333,strongly agree,41.30,11.64,23.70,64.07,
Belgium,EUR,2018.250,strongly agree,42.99,6.98,31.01,57.55,
Belgium,EUR,2018.333,strongly agree,46.04,5.48,34.59,55.57,
Belgium,EUR,2018.417,strongly agree,39.37,1.10,37.03,41.32,
Belgium,EUR,2018.500,strongly agree,44.30,6.35,31.45,56.15,
Belgium,EUR,2018.583,strongly agree,46.57,8.33,32.35,61.89,
Belgium,EUR,2018.667,strongly agree,48.90,8.44,31.11,63.19,
Belgium,EUR,2018.750,strongly agree,52.93,8.74,36.37,70.02,
Belgium,EUR,2018.833,strongly agree,54.48,11.00,32.57,73.53,
Belgium,EUR,2018.917,strongly agree,54.44,12.71,28.30,77.40,
Belgium,EUR,2019.250,strongly agree,56.58,15.71,25.30,83.70,
Belgium,EUR,2019.583,strongly agree,58.40,14.18,35.45,87.48,
Belgium,EUR,2019.750,strongly agree,57.62,14.73,30.48,84.51,
Belgium,EUR,2019.833,strongly agree,59.47,15.25,32.36,87.46,
Belgium,EUR,2019.917,strongly agree,54.97,16.03,27.74,86.21,
Belgium,EUR,2020.000,strongly agree,53.58,15.16,28.06,81.19,
Bosnia and Herzegovina,EUR,2015.833,strongly agree,23.48,1.37,21.01,26.32,
Bosnia and Herzegovina,EUR,2016.333,strongly agree,36.46,11.36,17.06,60.03,
Bosnia and Herzegovina,EUR,2018.250,strongly agree,44.27,10.54,24.86,63.60,
Bosnia and Herzegovina,EUR,2018.333,strongly agree,50.05,9.39,33.65,67.47,
Bosnia and Herzegovina,EUR,2018.417,strongly agree,45.90,7.91,31.25,62.08,
Bosnia and Herzegovina,EUR,2018.500,strongly agree,52.14,6.24,40.73,64.63,
Bosnia and Herzegovina,EUR,2018.583,strongly agree,55.77,1.66,52.82,59.02,
Bosnia and Herzegovina,EUR,2018.667,strongly agree,58.04,6.08,45.12,68.98,
Bosnia and Herzegovina,EUR,2018.750,strongly agree,61.23,7.12,45.16,73.37,
Bosnia and Herzegovina,EUR,2018.833,strongly agree,62.41,9.27,45.90,79.69,
Bosnia and Herzegovina,EUR,2018.917,strongly agree,60.69,11.60,38.76,82.30,
Bosnia and Herzegovina,EUR,2019.250,strongly agree,57.77,13.28,30.39,78.85,
Bosnia and Herzegovina,EUR,2019.583,strongly agree,52.96,9.70,34.73,70.54,
Bosnia and Herzegovina,EUR,2019.750,strongly agree,48.85,5.55,38.76,59.19,
Bosnia and Herzegovina,EUR,2019.833,strongly agree,50.69,1.61,47.64,53.80,
Bosnia and Herzegovina,EUR,2019.917,strongly agree,46.86,5.68,35.51,57.26,
Bosnia and Herzegovina,EUR,2020.000,strongly agree,46.32,9.07,25.24,60.22,
Bulgaria,EUR,2015.833,strongly agree,35.42,1.53,32.69,38.55,
Bulgaria,EUR,2016.333,strongly agree,32.72,11.21,13.62,57.48,
Bulgaria,EUR,2018.250,strongly agree,31.63,5.93,18.86,43.33,
Bulgaria,EUR,2018.333,strongly agree,34.05,5.52,23.49,45.05,
Bulgaria,EUR,2018.417,strongly agree,27.68,1.30,25.13,30.14,
Bulgaria,EUR,2018.500,strongly agree,29.34,4.43,21.26,37.80,
Bulgaria,EUR,2018.583,strongly agree,29.15,5.35,19.49,39.68,
Bulgaria,EUR,2018.667,strongly agree,28.66,4.60,20.30,39.10,
Bulgaria,EUR,2018.750,strongly agree,29.66,4.85,22.40,40.52,
Bulgaria,EUR,2018.833,strongly agree,28.06,1.44,25.45,30.83,
Bulgaria,EUR,2018.917,strongly agree,27.28,6.37,15.84,40.34,
Bulgaria,EUR,2019.250,strongly agree,24.84,8.74,7.98,41.17,
Bulgaria,EUR,2019.583,strongly agree,28.54,9.07,12.73,45.29,
Bulgaria,EUR,2019.750,strongly agree,28.71,6.21,16.99,41.60,
Bulgaria,EUR,2019.833,strongly agree,33.18,5.52,22.84,43.95,
Bulgaria,EUR,2019.917,strongly agree,29.79,1.52,27.11,32.84,
Bulgaria,EUR,2020.000,strongly agree,29.60,6.21,18.97,41.96,
Croatia,EUR,2015.833,strongly agree,28.61,13.64,7.65,54.52,
Croatia,EUR,2016.333,strongly agree,30.85,17.05,6.12,61.43,
Croatia,EUR,2018.250,strongly agree,40.40,6.83,28.80,54.21,
Croatia,EUR,2018.333,strongly agree,43.74,5.84,32.90,55.31,
Croatia,EUR,2018.417,strongly agree,39.45,1.54,36.42,42.33,
Croatia,EUR,2018.500,strongly agree,38.82,1.52,35.63,41.73,
Croatia,EUR,2018.583,strongly agree,43.12,6.46,30.07,55.13,
Croatia,EUR,2018.667,strongly agree,43.86,8.01,28.62,59.69,
Croatia,EUR,2018.750,strongly agree,47.67,9.34,31.03,67.05,
Croatia,EUR,2018.833,strongly agree,49.22,10.70,26.79,69.58,
Croatia,EUR,2018.917,strongly agree,48.18,11.63,25.85,70.02,
Croatia,EUR,2019.250,strongly agree,46.14,13.39,17.19,68.21,
Croatia,EUR,2019.583,strongly agree,40.61,14.38,10.75,64.18,
Croatia,EUR,2019.750,strongly agree,36.96,14.99,8.56,58.38,
Croatia,EUR,2019.833,strongly agree,39.79,15.73,11.89,64.66,
Croatia,EUR,2019.917,strongly agree,36.18,15.95,10.81,65.08,
Croatia,EUR,2020.000,strongly agree,36.13,17.83,8.48,67.60,
Cyprus,EUR,2015.833,strongly agree,41.44,24.73,5.92,88.25,
Cyprus,EUR,2016.333,strongly agree,41.50,24.49,6.38,89.35,
Cyprus,EUR,2018.250,strongly agree,52.24,8.01,38.26,68.07,
Cyprus,EUR,2018.333,strongly agree,52.83,6.19,40.34,63.58,
Cyprus,EUR,2018.417,strongly agree,44.11,1.21,41.83,46.56,
Cyprus,EUR,2018.500,strongly agree,45.68,5.86,34.99,57.17,
Cyprus,EUR,2018.583,strongly agree,45.52,6.57,32.68,58.21,
Cyprus,EUR,2018.667,strongly agree,44.23,7.97,30.19,59.50,
Cyprus,EUR,2018.750,strongly agree,46.51,8.46,29.95,60.58,
Cyprus,EUR,2018.833,strongly agree,46.67,9.60,26.23,62.50,
Cyprus,EUR,2018.917,strongly agree,44.63,10.67,23.39,64.31,
Cyprus,EUR,2019.250,strongly agree,42.88,14.47,16.26,69.20,
Cyprus,EUR,2019.583,strongly agree,42.33,17.98,11.35,78.08,
Cyprus,EUR,2019.750,strongly agree,40.41,19.28,8.51,78.43,
Cyprus,EUR,2019.833,strongly agree,43.83,20.79,6.87,78.71,
Cyprus,EUR,2019.917,strongly agree,40.57,20.01,8.64,80.23,
Cyprus,EUR,2020.000,strongly agree,39.68,20.23,12.49,83.18,
Czech Republic,EUR,2015.833,strongly agree,41.84,1.51,39.06,44.91,
Czech Republic,EUR,2016.333,strongly agree,42.72,13.34,18.44,66.83,
Czech Republic,EUR,2018.250,strongly agree,30.74,6.15,20.87,44.92,
Czech Republic,EUR,2018.333,strongly agree,34.53,5.38,24.70,46.15,
Czech Republic,EUR,2018.417,strongly agree,28.13,1.34,25.48,30.67,
Czech Republic,EUR,2018.500,strongly agree,35.52,4.68,27.07,45.37,
Czech Republic,EUR,2018.583,strongly agree,38.48,5.05,29.72,48.86,
Czech Republic,EUR,2018.667,strongly agree,43.59,1.59,40.58,46.73,
Czech Republic,EUR,2018.750,strongly agree,47.98,7.23,33.36,61.03,
Czech Republic,EUR,2018.833,strongly agree,49.46,8.77,33.61,66.99,
Czech Republic,EUR,2018.917,strongly agree,49.63,8.98,30.52,65.55,
Czech Republic,EUR,2019.250,strongly agree,45.00,14.28,20.56,69.35,
Czech Republic,EUR,2019.583,strongly agree,41.70,12.16,18.85,64.75,
Czech Republic,EUR,2019.750,strongly agree,39.72,7.88,24.07,55.14,
Czech Republic,EUR,2019.833,strongly agree,42.85,1.50,39.93,45.82,
Czech Republic,EUR,2019.917,strongly agree,38.95,6.16,27.88,50.53,
Czech Republic,EUR,2020.000,strongly agree,38.17,7.72,23.76,52.22,
Denmark,EUR,2015.833,strongly agree,38.36,2.24,34.25,43.16,
Denmark,EUR,2016.333,strongly agree,46.26,13.09,21.40,69.27,
Denmark,EUR,2018.250,strongly agree,54.81,7.50,38.96,68.18,
Denmark,EUR,2018.333,strongly agree,59.93,6.13,47.85,70.73,
Denmark,EUR,2018.417,strongly agree,55.94,1.14,53.66,58.00,
Denmark,EUR,2018.500,strongly agree,60.45,6.07,47.40,71.78,
Denmark,EUR,2018.583,strongly agree,61.13,7.01,48.07,73.44,
Denmark,EUR,2018.667,strongly agree,61.16,8.47,44.25,75.91,
Denmark,EUR,2018.750,strongly agree,62.57,10.34,41.60,80.09,
Denmark,EUR,2018.833,strongly agree,61.43,11.32,39.88,81.66,
Denmark,EUR,2018.917,strongly agree,57.41,12.90,32.93,80.11,
Denmark,EUR,2019.250,strongly agree,49.94,16.54,24.10,87.44,
Denmark,EUR,2019.583,strongly agree,49.09,18.38,16.59,80.90,
Denmark,EUR,2019.750,strongly agree,48.24,20.93,12.68,81.27,
Denmark,EUR,2019.833,strongly agree,50.87,22.49,11.37,83.77,
Denmark,EUR,2019.917,strongly agree,47.24,21.53,10.09,81.66,
Denmark,EUR,2020.000,strongly agree,47.20,22.10,7.53,78.47,
Estonia,EUR,2015.833,strongly agree,20.46,10.62,3.80,40.10,
Estonia,EUR,2016.333,strongly agree,25.85,13.58,5.01,51.77,
Estonia,EUR,2018.250,strongly agree,31.30,6.82,19.13,43.85,
Estonia,EUR,2018.333,strongly agree,34.32,5.27,25.31,44.76,
Estonia,EUR,2018.417,strongly agree,27.24,1.32,24.71,29.84,
Estonia,EUR,2018.500,strongly agree,34.74,1.54,31.76,37.49,
Estonia,EUR,2018.583,strongly agree,34.07,5.97,24.36,47.65,
Estonia,EUR,2018.667,strongly agree,36.12,7.54,22.15,49.24,
Estonia,EUR,2018.750,strongly agree,39.38,9.75,22.09,58.59,
Estonia,EUR,2018.833,strongly agree,40.14,9.09,23.87,57.20,
Estonia,EUR,2018.917,strongly agree,39.19,11.24,16.87,61.31,
Estonia,EUR,2019.250,strongly agree,35.51,13.55,15.91,66.76,
Estonia,EUR,2019.583,strongly agree,32.19,11.28,13.02,55.61,
Estonia,EUR,2019.750,strongly agree,31.77,13.82,9.36,63.78,
Estonia,EUR,2019.833,strongly agree,34.95,14.16,9.11,62.83,
Estonia,EUR,2019.917,strongly agree,31.82,13.65,6.25,57.82,
Estonia,EUR,2020.000,strongly agree,31.96,15.52,4.76,64.06,
Finland,EUR,2015.833,strongly agree,61.54,1.51,58.48,64.46,
Finland,EUR,2016.333,strongly agree,60.86,14.48,32.16,86.50,
Finland,EUR,2018.250,strongly agree,54.87,8.49,38.53,70.71,
Finland,EUR,2018.333,strongly agree,57.04,6.28,44.90,68.22,
Finland,EUR,2018.417,strongly agree,47.35,1.15,44.96,49.42,
Finland,EUR,2018.500,strongly agree,49.00,6.29,36.37,60.20,
Finland,EUR,2018.583,strongly agree,47.62,7.42,34.81,64.44,
Finland,EUR,2018.667,strongly agree,46.58,9.23,29.69,64.34,
Finland,EUR,2018.750,strongly agree,48.59,11.72,28.02,71.62,
Finland,EUR,2018.833,strongly agree,49.50,14.25,24.38,75.37,
Finland,EUR,2018.917,strongly agree,49.64,14.87,24.70,75.35,
Finland,EUR,2019.250,strongly agree,57.34,17.78,28.35,86.47,
Finland,EUR,2019.583,strongly agree,66.06,11.96,41.44,84.99,
Finland,EUR,2019.750,strongly agree,66.68,6.41,55.40,80.58,
Finland,EUR,2019.833,strongly agree,70.17,1.30,67.48,72.59,
Finland,EUR,2019.917,strongly agree,65.74,6.11,55.05,77.85,
Finland,EUR,2020.000,strongly agree,64.49,8.69,47.54,79.83,
France,EUR,2015.833,strongly agree,8.85,0.88,7.22,10.51,
France,EUR,2016.333,strongly agree,15.71,7.62,3.31,29.23,
France,EUR,2018.250,strongly agree,26.60,5.45,16.94,38.14,
France,EUR,2018.333,strongly agree,28.56,5.35,18.36,38.48,
France,EUR,2018.417,strongly agree,21.21,1.30,18.66,23.53,
France,EUR,2018.500,strongly agree,23.57,4.46,15.96,32.47,
France,EUR,2018.583,strongly agree,22.16,4.13,14.21,29.80,
France,EUR,2018.667,strongly agree,21.09,3.53,15.11,28.27,
France,EUR,2018.750,strongly agree,21.59,3.72,13.93,28.80,
France,EUR,2018.833,strongly agree,21.86,1.34,19.31,24.51,
France,EUR,2018.917,strongly agree,20.34,4.78,10.90,28.31,
France,EUR,2019.250,strongly agree,25.19,9.93,9.93,42.95,
France,EUR,2019.583,strongly agree,33.72,11.14,15.03,54.60,
France,EUR,2019.750,strongly agree,32.82,6.97,20.42,46.49,
France,EUR,2019.833,strongly agree,35.08,5.68,23.71,45.47,
France,EUR,2019.917,strongly agree,29.71,1.48,26.96,32.59,
France,EUR,2020.000,strongly agree,27.77,5.38,17.61,37.85,
Georgia,EUR,2015.833,strongly agree,30.76,1.55,27.77,33.76,
Georgia,EUR,2016.333,strongly agree,32.25,14.47,9.71,59.54,
Georgia,EUR,2018.250,strongly agree,48.53,13.57,24.70,75.20,
Georgia,EUR,2018.333,strongly agree,52.16,10.86,30.36,71.57,
Georgia,EUR,2018.417,strongly agree,46.02,9.02,27.87,61.89,
Georgia,EUR,2018.500,strongly agree,50.55,7.76,36.21,65.25,
Georgia,EUR,2018.583,strongly agree,51.79,6.65,39.05,64.86,
Georgia,EUR,2018.667,strongly agree,51.93,1.66,48.68,54.85,
Georgia,EUR,2018.750,strongly agree,54.06,7.08,40.32,66.81,
Georgia,EUR,2018.833,strongly agree,54.30,8.33,39.98,70.04,
Georgia,EUR,2018.917,strongly agree,51.81,9.54,32.01,69.23,
Georgia,EUR,2019.250,strongly agree,45.63,15.28,14.70,72.71,
Georgia,EUR,2019.583,strongly agree,41.51,19.60,7.92,71.55,
Georgia,EUR,2019.750,strongly agree,38.58,20.86,6.02,72.32,
Georgia,EUR,2019.833,strongly agree,40.46,20.88,9.59,78.26,
Georgia,EUR,2019.917,strongly agree,36.82,19.50,3.96,69.04,
Georgia,EUR,2020.000,strongly agree,36.62,20.14,6.57,72.40,
Germany,EUR,2015.833,strongly agree,42.80,1.60,39.85,46.02,
Germany,EUR,2016.333,strongly agree,57.16,11.58,35.20,81.85,
Germany,EUR,2018.250,strongly agree,48.29,6.99,34.78,62.30,
Germany,EUR,2018.333,strongly agree,50.60,6.08,38.48,61.71,
Germany,EUR,2018.417,strongly agree,41.12,1.54,38.23,44.01,
Germany,EUR,2018.500,strongly agree,44.16,5.31,33.01,53.58,
Germany,EUR,2018.583,strongly agree,44.75,5.14,34.87,55.12,
Germany,EUR,2018.667,strongly agree,45.13,5.34,34.86,54.92,
Germany,EUR,2018.750,strongly agree,46.99,1.59,44.12,50.21,
Germany,EUR,2018.833,strongly agree,46.49,6.45,33.08,57.70,
Germany,EUR,2018.917,strongly agree,44.40,8.37,29.39,60.24,
Germany,EUR,2019.250,strongly agree,43.18,9.85,25.36,61.73,
Germany,EUR,2019.583,strongly agree,45.47,9.57,25.97,63.33,
Germany,EUR,2019.750,strongly agree,46.79,8.35,28.44,60.73,
Germany,EUR,2019.833,strongly agree,52.49,5.99,37.42,63.18,
Germany,EUR,2019.917,strongly agree,50.77,1.52,47.84,53.72,
Germany,EUR,2020.000,strongly agree,52.28,6.26,40.39,63.56,
Greece,EUR,2015.833,strongly agree,26.04,1.38,23.43,28.86,
Greece,EUR,2016.333,strongly agree,35.33,15.57,7.16,67.74,
Greece,EUR,2018.250,strongly agree,50.91,7.85,36.18,67.72,
Greece,EUR,2018.333,strongly agree,53.72,5.84,41.99,64.02,
Greece,EUR,2018.417,strongly agree,45.85,1.08,43.81,48.01,
Greece,EUR,2018.500,strongly agree,48.87,6.32,37.16,60.65,
Greece,EUR,2018.583,strongly agree,49.56,7.76,35.32,64.60,
Greece,EUR,2018.667,strongly agree,49.48,10.44,30.84,67.78,
Greece,EUR,2018.750,strongly agree,50.72,11.22,29.73,71.14,
Greece,EUR,2018.833,strongly agree,51.51,12.42,27.46,72.08,
Greece,EUR,2018.917,strongly agree,49.49,13.92,20.33,71.85,
Greece,EUR,2019.250,strongly agree,53.38,11.89,31.51,77.55,
Greece,EUR,2019.583,strongly agree,61.93,11.41,35.42,78.63,
Greece,EUR,2019.750,strongly agree,62.94,16.03,27.97,83.51,
Greece,EUR,2019.833,strongly agree,65.41,18.56,25.67,90.32,
Greece,EUR,2019.917,strongly agree,61.65,19.86,20.05,87.51,
Greece,EUR,2020.000,strongly agree,60.79,18.81,23.75,89.41,
Hungary,EUR,2015.833,strongly agree,53.16,21.56,17.57,90.96,
Hungary,EUR,2016.333,strongly agree,53.47,19.70,12.80,85.32,
Hungary,EUR,2018.250,strongly agree,60.07,7.17,46.44,73.81,
Hungary,EUR,2018.333,strongly agree,63.85,5.24,53.84,73.79,
Hungary,EUR,2018.417,strongly agree,57.14,1.54,54.17,59.92,
Hungary,EUR,2018.500,strongly agree,61.04,5.36,50.12,71.38,
Hungary,EUR,2018.583,strongly agree,62.12,5.87,50.87,72.99,
Hungary,EUR,2018.667,strongly agree,62.61,5.96,51.29,73.53,
Hungary,EUR,2018.750,strongly agree,65.42,5.57,54.76,76.58,
Hungary,EUR,2018.833,strongly agree,66.75,1.46,63.97,69.62,
Hungary,EUR,2018.917,strongly agree,64.29,7.44,48.85,77.76,
Hungary,EUR,2019.250,strongly agree,61.13,12.75,36.72,84.83,
Hungary,EUR,2019.583,strongly agree,61.25,16.81,30.01,92.12,
Hungary,EUR,2019.750,strongly agree,61.08,18.21,27.59,91.99,
Hungary,EUR,2019.833,strongly agree,65.21,15.67,33.39,90.69,
Hungary,EUR,2019.917,strongly agree,61.73,16.69,29.58,91.94,
Hungary,EUR,2020.000,strongly agree,62.00,17.96,26.72,92.59,
Iceland,EUR,2015.833,strongly agree,53.73,1.57,50.79,56.69,
Iceland,EUR,2016.333,strongly agree,47.91,15.46,21.46,75.73,
Iceland,EUR,2018.250,strongly agree,25.24,5.04,16.39,35.91,
Iceland,EUR,2018.333,strongly agree,27.25,1.98,23.28,30.97,
Iceland,EUR,2018.417,strongly agree,22.70,4.25,14.57,30.83,
Iceland,EUR,2018.500,strongly agree,26.26,6.22,14.81,38.64,
Iceland,EUR,2018.583,strongly agree,27.39,7.38,13.04,40.80,
